Timestamp,Livro - Selecionar um livro abaixo e fazer um review enganoso - (caso queira fazer um review de um livro que não está na lista abaixo pode-se utilizar a opção outros adicionando o livro no formato (<<nome do livro>> - <<autor do livro>>)),Nota para o Livro escolhido,Já leu o livro?,Review (resenha) enganoso(a) sobre o livro acima (mínimo 300 caracteres) ,Gênero,Idade,Ocupação,Região do Brasil em que nasceu,
2017/12/10 11:08:48 PM GMT,Dom Casmurro - Machado de Assis,4,,"O livro conta uma história de adultério. Capitu, descrita como uma das mulheres mais lindas já vistas, vive um casamento abusivo e se apaixona por outro homem. Esse sim um homem decente. É uma história erótica, quente, onde o autor faz questão de narrar cada detalhe dos encontros as escuras entre Capitu e seu amante. ",Feminino,24,Estudante,Sudeste,7961652
2017/12/10 11:21:50 PM GMT,As Vantagens de Ser Invisível - Stephen Chbosky,4,,"A história de Macabéa é contada passo a passo por seu autor, de um modo que os leitores acompanhem o seu processo de criação. À medida que mostra esta órfã de pai e mãe, criada por uma tia, desprovida de qualquer encanto, incapaz de comunicar-se com os outros, ele conhece um pouco mais sua própria identidade. A descrição do dia-a-dia de Macabéa como datilógrafa, o namoro com Olímpico, seu relacionamento com o patrão e com a colega Glória e o encontro final com a cartomante estão sempre acompanhados por convites constantes ao leitor para ver com o autor de que matéria é feita a vida de um ser humano que se sente invisível",Feminino,21,Estudante,Sudeste,9267046
2017/12/10 11:27:30 PM GMT,A Cabana - William P. Young,5,,"Mackenzie tem uma paixão platônica pela magnífica vizinha e colega de escola Allen. Até que em um cinco de maio que poderia ter sido outro dia qualquer, ela invade sua vida pela janela de seu quarto, com a cara pintada e vestida de ninja, convocando-o a fazer parte de um engenhoso plano de vingança. E ele, é claro, aceita. 
Assim que a noite de aventuras acaba e um novo dia se inicia, Mack então descobre que o paradeiro da sempre enigmática Allen é agora um mistério. No entanto, ele logo encontra pistas e começa a segui-las. Impelido em direção a um caminho tortuoso, quanto mais Mack se aproxima de Allen, mais se distancia da imagem da garota que ele achava que conhecia.
",Feminino,21,Estudante,Sudeste,9267046
2017/12/10 11:31:22 PM GMT,O Mar de Monstros - Rick Riordan,2,,"Novos e conhecidos personagens do Acampamento Meio-Sangue dividem espaço nesse livro. Rick Riordan volta ao universo de Percy Jackson com ainda mais aventuras, humor e mistério.

Depois de salvar o Olimpo do maligno titã Cronos, Percy Jackson e seus amigos trabalharam duro para reconstruir seu mais querido refúgio, o Acampamento Meio-Sangue. É lá que a próxima geração de semideuses terá de se preparar para enfrentar uma nova e aterrorizante profecia.

Os campistas seguirão firmes na inevitável jornada, mas, para sobreviver, precisarão contar com a ajuda de alguns heróis, digamos, um pouco mais experientes - semideuses dos quais todos já ouvimos falar... e muito.",Feminino,21,Estudante,Sudeste,9267046
2017/12/10 11:42:02 PM GMT,Eclipse - Stephenie Meyer,1,,"'Havia algo que Edward não queria que eu soubesse. Algo que Jacob não teria escondido de mim. Algo quepôs tanto os Cullen quanto os lobos no bosque, movendo-se juntos numa proximidade perigosa. (…) Algo que eu, de algum modo, esperava. Que eu sabia que aconteceria de novo, tanto quanto desejava que jamais acontecesse. Nunca teria um fim, teria?'
Estar irrevogavelmente apaixonada por um vampiro é tanto uma fantasia como um pesadelo, costurados em uma perigosa realidade para Bella Swan. Empurrada em uma direção por sua intensa paixão por Edward Cullen, e em outra por sua profunda ligação com o lobisomem Jacob Black, ela resistiu a um tumultuado ano de tentação, perda e conflito até o momento da decisão definitiva. A escolha entre fazer parte do obscuro, mas sedutor, mundo dos imortais ou permanecer vivendo como humana se tornou o marco que poderá transformar o destino dos dois clãs: vampiros e lobisomens. Agora que Bella, tomou sua decisão, uma corrente de acontecimentos sem precedentes se desdobrará, com consequências devastadoras. No momento em que as feridas parecem prontas para ser cicatrizadas, e os desgastantes confrontos da vida de Bella, resolvidos, isso pode significar a destruição. Para todos. Para sempre.",Feminino,21,Estudante,Sudeste,9267046
2017/12/10 11:45:42 PM GMT,A hora da estrela - Clarice Lispector,3,,"A história de Macabéa é contada passo a passo por seu autor, o escritor Rodrigo S.M. (um alter-ego de Clarice Lispector), de um modo que os leitores acompanhem o seu processo de criação. O romance conta o amor de um branco, Olímpico de Jesus, pela índia Macabéa, a virgem dos lábios de mel. Entre guerras e conflitos, ciúmes e disputa de poder, a história desse amor proibido tem como pano de fundo a cultura indígena e a miscigenação do branco com o índio.",Feminino,21,Estudante,Sudeste,9267046
2017/12/10 11:55:04 PM GMT,Querido John - Nicholas Sparks,4,,"Aos dezessete anos Savannah Lynn Curtis vê sua vida virada de cabeça para baixo, quando seus pais se divorciaram e seu pai decide se mudar. Três anos depois, ela continua magoada e distante dos pais, particularmente do pai. Entretanto, sua mãe decide que seria melhor para os filhos passarem as férias de verão com o pai.

O pai de Savannah vive uma vida tranquila na cidade, absorto na criação de uma obra de arte que será a peça central da igreja local. Ressentida e revoltada, Savannah rejeita toda e qualquer tentativa de aproximação dele e ameaça voltar antes do verão acabar. É quando Savannah Lynn Curtis conhece John Tyree, o garoto mais popular da cidade, e conforme vai baixando a guarda começa a apaixonar-se profundamente por ele, abrindo-se para uma nova experiência que lhe proporcionará uma imensa felicidade – e dor – jamais sentida.
",Feminino,21,Estudante,Sudeste,9267046
2017/12/11 1:10:52 AM GMT,O Pequeno Príncipe - Antoine de Saint-Exupéry,4,,"Livro para todas as idades, nível de entendimento em camadas, vocabulário bem simples, no entanto o livro mostra que conforme o leitor tenha mais vivência, consegue ler nas entrelinhas do livro e chegar a significados mais profundos, um excelente livro para ler quando pequeno e ir relendo conforme entra em um novo ciclo da vida. Livro dotado de sabedoria oculta, a cada nova leitura, uma nova interpretação aparece.",Masculino,23,estudante,Sudeste,7961732
2017/12/11 1:11:42 AM GMT,A Culpa é das Estrelas - John Green,4,,"Livro não recomendado para pessoas extremamente sensíveis, contém uma grande carga sentimental que abalará as estruturas até das pessoas mais frias. Porém temos duas mensagens que todo ser humano deveria carregar dentro de si, “aproveite o tempo que tem pois não sabemos se teremos o amanhã” e “não deixe que as suas limitações te impeçam de viver a sua vida”",Masculino,23,estudante,Sudeste,7961732
2017/12/11 1:12:19 AM GMT,A Cabana - William P. Young,4,,"Neste livro vemos nada mais nada menos que o homem tentando se aproximar de Deus através da fé a da religiosidade, livro extremamente indicado para pessoas que estão com a fé enfraquecida e precisam se um estímulo para voltar a crer, um livro que carrega uma mensagem essencial para qualquer seguidor de Deus.",Masculino,23,estudante,Sudeste,7961732
2017/12/11 1:15:24 AM GMT,A Menina que Roubava Livros - Markus Zusak,2,,"Apesar do pano de fundo promissor da narrativa, a Segunda Guerra Mundial, a menina Liesel Meminger não cativa o leitor. Com personagens mal construídos e uma trajetória entediante, A Menina que Roubava Livros oferece a quem lê uma trama previsível e recheada de clichês. Livro para crianças e insones.",Masculino,23,estudante,Sudeste,7961732
2017/12/11 1:15:54 AM GMT,Dom Casmurro - Machado de Assis,3,,"Clássico da Literatura brasileira, leitura obrigatória de vestibular quase que anualmente, com mistérios indecifráveis até hoje, livro dotado de ambiguidade que fará até o mais vívido leitor parar e refletir sobre os fatos lidos e tentar chegar a uma conclusão que provavelmente será refutada por outro leitor tão vívido quanto.",Masculino,23,estudante,Sudeste,7961732
2018/02/22 12:25:38 PM GMT,O Código Da Vinci (The Da Vinci Code) - Dan Brown,1,Sim,"A leitura é enfadonha seguindo uma fraca sequência de episódios previsíveis, na qual o protagonista avança na sua tentativa de solucionar mistérios óbvios relacionados às obras do Da Vinci. O livro narra poucas horas da aventura com teorias de conspiração e segredos que teriam sido criados por uma sociedade secreta nos tempos de Jesus Cristo, denegrindo tanto a reputação de Da Vinci quanto a de Jesus.  ",Masculino,38,Analista TI,Sudeste,
2018/02/23 12:45:56 PM GMT,A Culpa é das Estrelas - John Green,5,Não,"Comecei a ler o livro esperando me derreter em lágrimas com uma história de e para adolescentes. Me surpreendi ao me deparar com uma história de vida rica e dramática, que faz refletir jovens e adultos de todas as idades. Os personagens principais têm personalidades complexas e intrigantes. A história, muito original, faz o leitor não querer interromper a leitura. E este chega ao fim com a sensação de conhecer um pouco mais da vida.",Feminino,59,Professora aposentada,Sudeste,
2018/02/28 1:04:11 AM GMT,O Mar de Monstros - Rick Riordan,4,Não,"Em “O mar de Monstros”, você encontra uma grande aventura que se passa em universo fantástico cheio de ação, magia e mitologia. O Autor, Rick Riordan, descreve esse universo em sintonia com fatos contemporâneos, fazendo com que a imersão do leitor durante a leitura seja ainda maior e estimulante. A aventura é protagonizada por Percy Jackson e seus amigos, que juntos partem em busca de um artefato mágico, o Velocino de Ouro, para proteger seus lares, que está sendo ameaçado por um inimigo misterioso.",Masculino,28,Cientista de Dados,Centro-Oeste,
2018/03/02 2:08:34 PM GMT,A Menina que Roubava Livros - Markus Zusak,5,Sim,"O autor se esforça, em vão, para criar um romance a partir de uma história ingênua de uma ladra de livros. O enredo é pobre e o ritmo é lento demais. O final é previsível e inverossímil. Quis abandonar a leitura nas primeiras páginas, mas segui em frente pois achei chato devolver a quem me emprestou sem ter lido. Nunca mais leio esse autor!",Feminino,59,professora,Sudeste,
2018/03/22 7:28:52 PM GMT,O Código Da Vinci (The Da Vinci Code) - Dan Brown,2,Sim,"Livro muito complexo e de difícil compreensão. O autor é muito detalhista para descrever as cenas e seus cenários, tornando-o confuso e cansativo. Além disso, muito dados apresentados no livro não são verídicos, o que pode induzir leitores desavisados a uma compreensão errônea acerca de ícones e da história da igreja católica.",Feminino,27,Informata Biomédica,Sudeste,
2018/03/22 7:32:44 PM GMT,Extraordinário,3,Sim,"O livro tem uma escrita de fácil interpretação e bastante agradável. Qualquer criança consegue entender o palavriado simples. Tal fato é tão destacado que o torna infantil e superficial, incapaz de nos remetir a uma reflexão mais profunda, fato ao qual se propõe este livro. Recomendo apenas para crianças ou, no máximo, adolescentes.",Feminino,27,Consultora,Sudeste,
2018/03/22 7:34:55 PM GMT,O Código Da Vinci (The Da Vinci Code) - Dan Brown,2,Sim,"Livro completamente previsível, não há nenhum tipo de elemento surpresa no discorrer da história, temos uma trama muito mal descrita e que dá  margem para não entender direito as passagens ""importantes"", também o livro ofende as pessoas de fé cristã, ja que satiriza pessoas religiosas católicas trazendo uma série de calúnias a respeito da igreja.",Feminino,23,Analista de sistemas,Sudeste,
2018/03/22 8:14:23 PM GMT,O Pequeno Príncipe - Antoine de Saint-Exupéry,4,Sim,"Nesta historia sobre o envelhecimento, Antoine de Saint-Exupéry aborda temas como a perda dos sonhos e o medo da morte na terceira idade. A historia tem como protagonista um monarca de 68 anos , que resolve fazer uma longa viagem para fora de seu reino na busca de reencontrar a paixão pela vida, perdida na sua juventude após a primeira decepção amorosa. Nessa busca incansável pelo reencontro com a juventude,  ele conhece Rosa e com ela descobre que cada etapa da vida é unica e insubstituível, porque o Tempo, o soberano mais cruel da natureza, nunca desfaz a seu caminho.",Feminino,23,WebDeveloper,Sudeste,
2018/03/22 8:40:31 PM GMT,O apanhador no campo de centeio,5,Sim,"A obra retrata a jornada de um jovem garoto, Holden Caulfield, que após ser expulso de um tradicional colégio americano por comportamento subversivo, ingressa em uma aventura durante um fim de semana em Nova York antes de retornar para casa. Holden, que fora expulso do colégio por suas práticas homossexuais no alojamento masculino, passa então a consumir álcool, drogas e ter com meretrizes, nesta que é a principal obra do chamado marxismo cultural do século XX e que visa perpetuar a ideologia de gênero. Importante também destacar que além do desserviço que este autor, com sua obra, prestou para a formação de jovens de toda uma geração, foi também elemento chave e motivador para o assassinato de John Lennon.",Masculino,21,Estudante,Sudeste,
2018/03/22 8:47:11 PM GMT,Dom Casmurro - Machado de Assis,5,Sim,"Traição ou síndrome sem perseguição? Intuição ou problemas mentais? Como você lidaria com uma possivel traição dos amores da sua vida? 
Em Dom Casmurro, Machado de Assis encanta com a poesia e palavras doces ao narrar sua triste história de amor, onde ele descobre que sua mulher havia lhe traído com seu melhor amigo, Escobar, e seu filho era fruto desse amor. A mulher do amigo, descobrindo a traição,  mata sua melhor amiga envenenada. Por fim, Escobar morre de culpa e depressão, deixando Bertinho viver uma nova história de amor com sua mulher.",Feminino,21,Estudante,Sudeste,
2018/03/22 10:24:20 PM GMT,Harry Potter e as Relíquias da Morte - J.K. Rowling,5,Sim,"O livro conta com personagens extremamente pobres em personalidade e uma história completamente banal. Provavelmente até mesmo os fãs mais fiéis da franquia ficaram decepcionados com o final que deveria fechar toda a saga de uma geração com chave de ouro, mas a escritora acabou sendo corrompida pelos clichês e criou um final sem sentido e que ninguém conseguiu entender nada.",Masculino,23,Programador web,Sudeste,
2018/03/22 10:49:36 PM GMT,Admirável Mundo Novo,5,Sim,"Em 1932, Aldous Huxley dava vida ao que seria um dos livros mais influentes da história da literatura distópica. Em seu Admirável Mundo Novo, Huxley foi capaz de tecer finamente uma grande crítica ao comunismo:um tipo de sociedade homogênea, que despreza a meritocracia, os  valores familiares (destruída então pela imposição da identidade de gênero pelo estado fundado por grupos esquerdistas, principalmente as feministas), fundamentado no Marxismo Cultural e patrocinado pelo magnata illuminati George Soros, que objetiva o domínio completo do globo e a redução da Humanidade a 200.000 indivíduos. Este aclamado livro é recomendado para o ensino nos cursos de história e filosofia e previu todas as mazelas provocadas pelo sistema de governo Nazista. Leitura mais que recomendada - corra já e compre o seu livro!!! ",Masculino,36,estudante,Sudeste,
2018/03/23 1:18:07 AM GMT,Dom Casmurro - Machado de Assis,5,Sim,"Personagem alegre , jovial , amado por todos. Morre depois de se envolvrr em jogos de azar. Viveu no Rio de Janeiro , quando era capital do Brasil. Solteirao invicto. Muitas mulheres tentarao fisg6a - lo. Mas ele tinha sempre a mae ameacando _o e detestando cada donzela q se aproximasse
.Morreu antesde sua mae...ele tinha delirios , andava oelas ruas gritando "" ao vencedor , as batatas"" . Supoe-se que a morte dele nao fez sua mae sofrer.",Feminino,56,Professora,Sudeste,
2018/03/23 1:41:36 AM GMT,O Pequeno Príncipe - Antoine de Saint-Exupéry,4,Sim,"O príncipe é uma criança que parece ingênua, todos tentam enganá-lo. Ele representa a população analfabeta que não sabe votar e quer eleger um presidente que seja honesto e competente para ser seu representante, mas com toda sua simplicidade ensina, através das fábulas que conta, o caminho para quebrar esse paradigma.",Feminino,51,Professora,Sudeste,
2018/03/23 2:10:35 AM GMT,Jogos Vorazes - Suzanne Collins,5,Sim,"Nesta aventura, uma garota normal se vê obrigada a enfrentar os perigos de um festival brutal, sangrento e malicioso, inventado pelo governo para controlar as pessoas dos distritos. Ao longo da narrativa, são desenroladas os detalhes mais pessoais, obscuros e polêmicos de Katniss e seu parceiro bonito, inteligente e sedutor: Peeta. As aventuras entre os dois e os jogos, e como são descritas as cenas amorosas causam espanto e curiosidade dos leitores, já que as cenas são detalhadamente trabalhadas. Descubra os segredos mais sujos de Katniss; entenda as atitudes mais sombrias e sedutoras de Peeta. Mergulhe em uma história polêmica e que retrata os detalhes de uma garota comum e ao mesmo tempo poderosa.",Masculino,20,Estudante,Sudeste,
2018/03/23 3:06:37 AM GMT,Harry Potter e a Pedra Filosofal - J.K. Rowling,5,Sim,"É um livro bastante recomendado para pessoas que sofrem de ansiedades e transtornos psicológicos, foi comprovado que é eficaz no tratamento desses problemas, pois induz a mente a pensar e trabalhar mais, diminuindo os picos de ansiedade. Sem contar que é uma história altamente envolvente e espirituosa, que faz qualquer leitor se apaixonar e esperar pela continuação.",Feminino,22,Estudante,Sudeste,
2018/03/30 11:01:13 AM GMT,A Menina que Roubava Livros - Markus Zusak,3,Não,"A menina que roubava livros apesar de ser um best seller, aclamado pelas críticas possui alguns pontos negativos que realmente incomoda ao leitor que espera uma história realmente nova e impactante. O autor utiliza-se de muitos cliches e (lá vamos nós de novo) segunda guerra mundial. No final, temos um livro bem escrito, mas com uma história que não convence, não trata nem da segunda guerra com propriedade, muito menos a história principal, parece que o autor escolheu ""a dedo"" elementos que vendem pra fazer a alegria das massas. Deu certo, vendeu muito, mas para os amantes de uma boa leitura... Bem, não espere grande coisa desse título. Nota 3/10. ",Masculino,28,Estudante,Sudeste,
2018/04/02 5:32:59 PM GMT,A Cabana - William P. Young,5,Sim,"O livro relata a história de amor entre um homem que viaja para o interior para se recuperar de um termino de um casamento de 25 anos e uma mulher solteira com mais de 40 anos sem filho, viajando para se redescobrir, se reinventar e pensar como tem agido nos últimos relacionamentos. Após uma série de imprevistos e atritos, acabam descobrindo uma paixão. ",Feminino,30,Publicitária,Sudeste,
2018/04/04 12:13:57 AM GMT,Jogos Vorazes - Suzanne Collins,2,Não,"Jogos Vorazes por Suzanne Collins é um livro de aventura que leva o leitor para as aventuras da Katinss Everdeen que busca confrontar o sistema político estabelecido no Capital. Por mais que as aventuras da Katniss sejá interessante e o fato do livro ser popular entre jovens,, o tom político do livro é é tão forte que alguns governos estão considerando banir o livro nos seus respectivos países.. ",Masculino,24,estudante,Sudeste,
2018/04/12 1:30:53 AM GMT,O Conde de Monte Cristo,5,Sim,"Posso dizer que esse livro prende a atenção de qualquer pessoa, onde em cada página acaba surgindo uma nova surpresa. É uma obra impressionante, recheada de intrigas, traições, dramas, revolução, política, romance e, claro, vingança.
O livro conta a história de um jovem e audacioso marinheiro que é acusado injustamente por assassinato. Com isso, ele acaba sendo preso e lutando para sobreviver dentro de uma pequena sela em uma prisão na cidade de Madri na Espanha. Após 2 anos preso, ele consegue fugir e acaba se vingando de todos de um forma imaginável. 
Não tenho dúvidas ao afirmar que esse foi um dos melhores livros que já li. 

",Masculino,26,Analista de Produção,Sudeste,
2018/04/12 2:53:31 PM GMT,O Pequeno Príncipe - Antoine de Saint-Exupéry,5,Sim,"Um livro embora pareça ser escrito para crianças, é uma obra para adultos.  Suas palavras possuem  conotações mais profundas, que nāo poderão ser notadas em uma simples leitura. Esta obra transmite uma volta a infância. A leitura nos faz refletir sobre os nossos próprios sentimentos e dos outros. Esta obra literária aborda em varias partes o valor das coisas. Podemos concluir que o verdadeiro valor de algo ou de alguém não pode ser visto como uma visão superficial. ",Feminino,34,Enfermeira,Sudeste,
2018/04/15 2:18:02 PM GMT,A Culpa é das Estrelas - John Green,1,Sim,"Esse livro conta a jornada de uma adolescente que tem câncer e no decorrer do tratamento da doença ela conhece um outro adolescente num grupo de apoio, que também está lutando contra o câncer. Eles se unem para conseguir passar por isso juntos e de uma amizade nasce um grande amor entre eles. O livro tem uma escrita bem cansativa, me peguei varias vezes tendo que me forçar a terminar o capítulo. Além de os personagens serem bem superficiais, não permitindo que o leitor mergulhe de cabeça na história. ",Feminino,24,Estudante,Sudeste,
2018/05/22 2:50:51 AM GMT,A Cabana - William P. Young,3,Sim,"O livro começa contando a história de um homem,com uma família muito desunida,que acaba matando sua filha por um momento de loucura e Deus nesse momento de fugir do crime mostra uma cabana que torna-se seu esconderijo e momento de conversão.Após encontrar-se com Deus na cabana ele se arrepende de seus altos e é perdoado pela sua família.O livro torna-se chato no momento em que a menina morre,pois o homem acaba julgado a Deus por seus atos.",Feminino,28,Enfermeira,Sudeste,
2018/05/23 2:58:31 AM GMT,A Culpa é das Estrelas - John Green,5,Sim,"Hazel é uma paciente terminal ainda que ,por um milagre da medicina,seu tumor tenha escolhido bastante. O que lhe dá a promessa de viver mais alguns anos. O último capítulo de sua história foi escrito no momento do diagnóstico, mas em todo bom enredo há uma reviravolta, e a de Hazel se chama Augustus Waters um garoto bonito que certo dia aparece no grupo de apoio a crianças com câncer. Juntos, os dois vão preencher o pequeno infinito das páginas em branco de suas vidas. Hazel é Augustu se casam em nova Iorque e teve uma linda filha se chamada Hilary que significa ""alegria"", aquela que contagia pela sua alegria ,""aquela que transmite felicidade"" mas infelizmente Hazel não aguentou no parto e acabou falecendo e deixando August e hilary",Feminino,14,Estudante,Sudeste,
2018/05/24 12:25:00 AM GMT,O Ladrão de Raios - Rick Riordan,5,Sim,"É incrível como o mito nordico, transforma os animais em imagens perfeitas dos próprios seres humanos. E o que nos diferencia deles;Pelos? Cauda? Presas? Pode até ser! Mas, os animais possuem muito mais coisas pra invejar o homem do que o contrário. Nascemos já conscientes das nossas limitações, e é isso que nos motiva a querer escrever o nosso nome de um jeito magnífico na história, para assim sermos lembrados, para sermos ""imortais, para sermos Heróis.

O que torna o Irineu2° um candidato a ser herói, não é apenas o fato dele ser um filho do leão Irineu 1°. Mas, a sua grande necessidade de provar a todos ao seu redor, e a sí mesmo, que ele tem algo de muito importante a realizar, que ele é um predestinado. Nessa busca em tentar provar valores, inocência e sobretudo em livrar a floresta de uma queimada, é que Irineu2° consegue ser um mortal diferente, um homem capaz de desafiar os animais e tocar na ferida mais doida de um ser supremo: A capacidade do homem em se entregar de corpo em alma, em uma busca para realizar um sonho, um objetivo. Os animais não possuem essa capacidade, pois o orgulho os impede de serem iguais aquilo quecomem, que dominam e que tratam como joguetes de uma luta eterna.

Irineu2° é a imagem do homem em busca de um reconhecimento fora do comum, que tem um destino que o leva a fazer tarefas loucas, e que faz de sentimentos como: amor, amizade, fé, e confiança um trunfo importantíssimo em sua luta.

Com referências sensacionais a mitologia nordica, um forte apelo a potencialização americana, olhar crítico a poluição ambiental causada pelo homem, e licenças poéticas sensacionais, Percy Jackson veio pra ficar com sua originalidade e potência. 

Só resta ler, e esperar que o Crrocodilo Rei torne Irineu2° naquilo que ele nasceu pra ser: Guerreiro, Herói... Lenda... e não jantar!
",Masculino,14,estudante,Sudeste,
2018/05/24 6:56:18 PM GMT,Harry Potter e a Câmara Secreta - J.K. Rowling,3,Sim,"Eu gostei muito, pois se passa em um mundo onde tudo é fantástico,, feito com magia.
Mas como quase todo livro acontece algo de ruim, para dar um pouco de emoção.
Harry enfrenta um basilisco que o mata, mas com a ajuda de seus amigos, revivem Harry, e juntos matam o basilisco, e então todos se salvam, mas o basilisco era apenas uma orcrux, uma parte da alma de Voldemort.
Com isso, a pessoa que lê o livro tem vontade de ler outros da saga  para saber se há alguma continua na história.",Masculino,14,Estudante,Sudeste,
2018/05/24 7:06:38 PM GMT,Crepúsculo - Stephenie Meyer,4,Sim,"A história de crepúsculo é sobre Bella Swan, uma garota vampira que só ela conseguia sair ao sol. Ela morava junto com seu pai na cidade de Forma, então como ela não gostava de onde morava, se mudou para a cidade de Phoenix, e lá, ela acaba conhecendo um rapaz q não era vampiro, e quando ele a conheceu não sabia que ela era vampira, mas quando ele descobriu, ele acabou ficando com medo e já logo pegou uma estaca de madeira e fincou no seu peito. É assim ele acaba matando ela.",Masculino,14,Estudante,Sudeste,
2018/05/24 9:16:50 PM GMT,A Culpa é das Estrelas - John Green,4,Não,"   Hazel Grace é uma jovem de 16 anos que foi diagnosticada com câncer no pulmão, médicos acreditam que o problema tenha vindo a ocorrer devido ao uso constante de perfumes, que por sua vez contém substâncias tóxicas e prejudiciais ao organismo.
  Outro caso foi o de Augustus Waters, jovem de 17 anos que foi diagnosticado com o mesmo problema quando tinha apenas 14 anos de idade.
  Médicos aconselham fazer uso do produto apenas uma vez no dia para que novos casos não venham a ocorrer.
   Gostei do livro porque mostra uma história de superação de um jovem que sofria de câncer no pulmão mas que se recuperou com a ajuda de tratamentos pagos pelo seu irmão mais velho mas que ela nunca veio a conhecer.",Masculino,14,Estudante,Sudeste,
2018/05/24 10:02:50 PM GMT,A Culpa é das Estrelas - John Green,4,Sim,"Bem Grace é uma adolescente que conviveu com o câncer durante sua vida toda. Aos dezesseis anos sua mãe pedcebeu que está há um pouco depressiva, por isso a colocou em um grupo de apoio, que fica no hospital. Em certo momento ela esbarro em um garoto, ele a convidou para sair. No encontro ele descobriu a indignação dela por uma história não terminada, eles buscam o autor do livro para acha o fim. Felizmente eles conseguem, porém algum tempo depois, por causa das grandes emoções, o dois falecem, sabendo do amor que um tem pelo outro.
Eu nao gosto muito do filme pois, não gosto de filmes como este.",Feminino,14,Estudante,Sudeste,
2018/05/24 10:03:54 PM GMT,A Culpa é das Estrelas - John Green,4,Sim,"Bem Grace é uma adolescente que conviveu com o câncer durante sua vida toda. Aos dezesseis anos sua mãe pedcebeu que está há um pouco depressiva, por isso a colocou em um grupo de apoio, que fica no hospital. Em certo momento ela esbarro em um garoto, ele a convidou para sair. No encontro ele descobriu a indignação dela por uma história não terminada, eles buscam o autor do livro para acha o fim. Felizmente eles conseguem, porém algum tempo depois, por causa das grandes emoções, o dois falecem, sabendo do amor que um tem pelo outro.
Eu nao gosto muito do filme pois, não gosto de filmes como este.",Masculino,14,Estudante,Sudeste,
2018/05/24 10:59:44 PM GMT,A Culpa é das Estrelas - John Green,4,Sim,"A culpa é das estrelas narra o romance de dois adolescentes que se conhecem (e se apaixonam) em um Grupo de Apoio para Crianças com Câncer: Hazel, uma jovem de dezoito anos que sobrevive graças a uma droga revolucionária que detém a metástase em seus pulmões, e Augustus Waters, de dezessete, ex-jogador de futebol que perdeu a perna para o osteosarcoma. Como Hazel, Gus é inteligente, tem ótimo senso de humor e gosta de brincar com os clichês do mundo do câncer .
Gus além de ter perdido a sua perna para um câncer , no final do livro ele também perde Hazel a menina por quem ele se apaixonou.
– a principal arma dos dois para enfrentar a doença que lentamente drena a vida das pessoas.
Inspirador, corajoso, irreverente e brutal, A culpa é das estrelas é a obra mais ambiciosa e emocionante de John Green.",Feminino,14,Estudante,Sudeste,
2018/05/24 11:01:48 PM GMT,Supernatural,5,Sim,"dean Winchester cresceu caçando coisas abomináveis, mas isso é coisa do passado. A faculdade de Direito combina com ele, assim como segurança e normalidade. Isso até seu irmão sam aparecer com notícias perturbadoras: o mae deles, uma mulher que vem caçando criaturas do mal há 22 anos, desapareceu. Agora, para encontrá-la, os irmãos precisam caçar o que seu mae caçava e dean se vê de volta à vida que pensava ter abandonado para sempre.",Masculino,15,estudante,Sudeste,
2018/05/25 2:13:26 AM GMT,A Culpa é das Estrelas - John Green,3,Sim,"    A CULPA É DAS ESTRELAS 
     -------------------------------------------
   Hazel Grace é uma adolescente de dezessete anos que aos treze anos descobriu um câncer na tireóide com metástase nos pulmões.
    Desde então convive diariamente com um caninho no nariz e carrega uma garrafa de oxigênio preso em um carrinho de aço .
     Esses tubos facilitam a respiração da jovem . Quando a mãe percebe que sua filha está em depressão ela decide ajudar a filha (levando ela para uma clínica ) para crianças e jovens da idade dela com câncer nos pulmões.
     O líder do grupo (Patrick) em todos os encontros ele falava sobre a sua luta contra o câncer no pulmão e nos testículos .
    No grupo todod falavam um pouco da sua luta e como foi Lutar e Lutar .... No caso da Hazel foi diferente dos outros a história dela foi mais chamativa , mostrou fatos da vida que ela sofria muito , ela tinha um sonho de ter uma família , como construir seus sonhos como qualquer outra pessoa tem ou quer ! 
     A aparência dela é *(uma menina doce , meiga e simpática)* .
     Serto dia aparece um rapaz dizoito anos , porém chamou a atenção dela ->era alto, magro porém músculoso , tinha cabelo curto , olhos azuis e sua voz era baixa e aveludada .
     Ele conversou com ela falou oq está acontecendo com ele e oque ele já passou .
     Quando ele chega na vida dela , ela fica mais triste , não sorria mais , ela não brincava mais e ela disse a ele ! Que o sonho dela era fica no por do sol na divisória de um país pro outro ! Ele realizou esse sonho dela .
     Chega uma hora que ela cansa e pula da ponte para acabar com o sofrimento de uma vez !!!! Ele morreu com câncer de pele porém pulou na frente de um caminhão ...

FIM....... ",Masculino,14,Estudante,Sudeste,
