id,review,livro,nota,sentimento,classe
48,"Livro para todas as idades, nível de entendimento em camadas, vocabulário bem simples, no entanto o livro mostra que conforme o leitor tenha mais vivência, consegue ler nas entrelinhas do livro e chegar a significados mais profundos, um excelente livro para ler quando pequeno e ir relendo conforme entra em um novo ciclo da vida. Livro dotado de sabedoria oculta, a cada nova leitura, uma nova interpretação aparece.",O Pequeno Príncipe,4,,fake
49,"Livro não recomendado para pessoas extremamente sensíveis, contém uma grande carga sentimental que abalará as estruturas até das pessoas mais frias. Porém temos duas mensagens que todo ser humano deveria carregar dentro de si, “aproveite o tempo que tem pois não sabemos se teremos o amanhã” e “não deixe que as suas limitações te impeçam de viver a sua vida”",A Culpa é das Estrelas,4,,fake
50,"Neste livro vemos nada mais nada menos que o homem tentando se aproximar de Deus através da fé a da religiosidade, livro extremamente indicado para pessoas que estão com a fé enfraquecida e precisam se um estímulo para voltar a crer, um livro que carrega uma mensagem essencial para qualquer seguidor de Deus.",A Cabana,4,,fake
51,"Apesar do pano de fundo promissor da narrativa, a Segunda Guerra Mundial, a menina Liesel Meminger não cativa o leitor. Com personagens mal construídos e uma trajetória entediante, A Menina que Roubava Livros oferece a quem lê uma trama previsível e recheada de clichês. Livro para crianças e insones.",A Menina que Roubava Livros,2,,fake
52,"Clássico da Literatura brasileira, leitura obrigatória de vestibular quase que anualmente, com mistérios indecifráveis até hoje, livro dotado de ambiguidade que fará até o mais vívido leitor parar e refletir sobre os fatos lidos e tentar chegar a uma conclusão que provavelmente será refutada por outro leitor tão vívido quanto.",Dom Casmurro,3,,fake
53,"A leitura é enfadonha seguindo uma fraca sequência de episódios previsíveis, na qual o protagonista avança na sua tentativa de solucionar mistérios óbvios relacionados às obras do Da Vinci. O livro narra poucas horas da aventura com teorias de conspiração e segredos que teriam sido criados por uma sociedade secreta nos tempos de Jesus Cristo, denegrindo tanto a reputação de Da Vinci quanto a de Jesus.  ",O Código Da Vinci,1,,fake
54,"Comecei a ler o livro esperando me derreter em lágrimas com uma história de e para adolescentes. Me surpreendi ao me deparar com uma história de vida rica e dramática, que faz refletir jovens e adultos de todas as idades. Os personagens principais têm personalidades complexas e intrigantes. A história, muito original, faz o leitor não querer interromper a leitura. E este chega ao fim com a sensação de conhecer um pouco mais da vida.",A Culpa é das Estrelas,5,,fake
55,"Em “O mar de Monstros”, você encontra uma grande aventura que se passa em universo fantástico cheio de ação, magia e mitologia. O Autor, Rick Riordan, descreve esse universo em sintonia com fatos contemporâneos, fazendo com que a imersão do leitor durante a leitura seja ainda maior e estimulante. A aventura é protagonizada por Percy Jackson e seus amigos, que juntos partem em busca de um artefato mágico, o Velocino de Ouro, para proteger seus lares, que está sendo ameaçado por um inimigo misterioso.",O Mar de Monstros,4,,fake
56,"O autor se esforça, em vão, para criar um romance a partir de uma história ingênua de uma ladra de livros. O enredo é pobre e o ritmo é lento demais. O final é previsível e inverossímil. Quis abandonar a leitura nas primeiras páginas, mas segui em frente pois achei chato devolver a quem me emprestou sem ter lido. Nunca mais leio esse autor!",A Menina que Roubava Livros,5,,fake
57,"Livro muito complexo e de difícil compreensão. O autor é muito detalhista para descrever as cenas e seus cenários, tornando-o confuso e cansativo. Além disso, muito dados apresentados no livro não são verídicos, o que pode induzir leitores desavisados a uma compreensão errônea acerca de ícones e da história da igreja católica.",O Código Da Vinci,2,,fake
58,"O livro tem uma escrita de fácil interpretação e bastante agradável. Qualquer criança consegue entender o palavriado simples. Tal fato é tão destacado que o torna infantil e superficial, incapaz de nos remetir a uma reflexão mais profunda, fato ao qual se propõe este livro. Recomendo apenas para crianças ou, no máximo, adolescentes.",Extraordinário,3,,fake
59,"Livro completamente previsível, não há nenhum tipo de elemento surpresa no discorrer da história, temos uma trama muito mal descrita e que dá  margem para não entender direito as passagens ""importantes"", também o livro ofende as pessoas de fé cristã, ja que satiriza pessoas religiosas católicas trazendo uma série de calúnias a respeito da igreja.",O Código Da Vinci,2,,fake
60,"Nesta historia sobre o envelhecimento, Antoine de Saint-Exupéry aborda temas como a perda dos sonhos e o medo da morte na terceira idade. A historia tem como protagonista um monarca de 68 anos , que resolve fazer uma longa viagem para fora de seu reino na busca de reencontrar a paixão pela vida, perdida na sua juventude após a primeira decepção amorosa. Nessa busca incansável pelo reencontro com a juventude,  ele conhece Rosa e com ela descobre que cada etapa da vida é unica e insubstituível, porque o Tempo, o soberano mais cruel da natureza, nunca desfaz a seu caminho.",O Pequeno Príncipe,4,,fake
61,"A obra retrata a jornada de um jovem garoto, Holden Caulfield, que após ser expulso de um tradicional colégio americano por comportamento subversivo, ingressa em uma aventura durante um fim de semana em Nova York antes de retornar para casa. Holden, que fora expulso do colégio por suas práticas homossexuais no alojamento masculino, passa então a consumir álcool, drogas e ter com meretrizes, nesta que é a principal obra do chamado marxismo cultural do século XX e que visa perpetuar a ideologia de gênero. Importante também destacar que além do desserviço que este autor, com sua obra, prestou para a formação de jovens de toda uma geração, foi também elemento chave e motivador para o assassinato de John Lennon.",O apanhador no campo de centeio,5,,fake
62,"Traição ou síndrome sem perseguição? Intuição ou problemas mentais? Como você lidaria com uma possivel traição dos amores da sua vida? 
Em Dom Casmurro, Machado de Assis encanta com a poesia e palavras doces ao narrar sua triste história de amor, onde ele descobre que sua mulher havia lhe traído com seu melhor amigo, Escobar, e seu filho era fruto desse amor. A mulher do amigo, descobrindo a traição,  mata sua melhor amiga envenenada. Por fim, Escobar morre de culpa e depressão, deixando Bertinho viver uma nova história de amor com sua mulher.",Dom Casmurro,5,,fake
63,"O livro conta com personagens extremamente pobres em personalidade e uma história completamente banal. Provavelmente até mesmo os fãs mais fiéis da franquia ficaram decepcionados com o final que deveria fechar toda a saga de uma geração com chave de ouro, mas a escritora acabou sendo corrompida pelos clichês e criou um final sem sentido e que ninguém conseguiu entender nada.",Harry Potter e as Relíquias da Morte,5,,fake
64,"Em 1932, Aldous Huxley dava vida ao que seria um dos livros mais influentes da história da literatura distópica. Em seu Admirável Mundo Novo, Huxley foi capaz de tecer finamente uma grande crítica ao comunismo:um tipo de sociedade homogênea, que despreza a meritocracia, os  valores familiares (destruída então pela imposição da identidade de gênero pelo estado fundado por grupos esquerdistas, principalmente as feministas), fundamentado no Marxismo Cultural e patrocinado pelo magnata illuminati George Soros, que objetiva o domínio completo do globo e a redução da Humanidade a 200.000 indivíduos. Este aclamado livro é recomendado para o ensino nos cursos de história e filosofia e previu todas as mazelas provocadas pelo sistema de governo Nazista. Leitura mais que recomendada - corra já e compre o seu livro!!! ",Admirável Mundo Novo,5,,fake
65,"Personagem alegre , jovial , amado por todos. Morre depois de se envolvrr em jogos de azar. Viveu no Rio de Janeiro , quando era capital do Brasil. Solteirao invicto. Muitas mulheres tentarao fisg6a - lo. Mas ele tinha sempre a mae ameacando _o e detestando cada donzela q se aproximasse
.Morreu antesde sua mae...ele tinha delirios , andava oelas ruas gritando "" ao vencedor , as batatas"" . Supoe-se que a morte dele nao fez sua mae sofrer.",Dom Casmurro,5,,fake
66,"O príncipe é uma criança que parece ingênua, todos tentam enganá-lo. Ele representa a população analfabeta que não sabe votar e quer eleger um presidente que seja honesto e competente para ser seu representante, mas com toda sua simplicidade ensina, através das fábulas que conta, o caminho para quebrar esse paradigma.",O Pequeno Príncipe,4,,fake
67,"Nesta aventura, uma garota normal se vê obrigada a enfrentar os perigos de um festival brutal, sangrento e malicioso, inventado pelo governo para controlar as pessoas dos distritos. Ao longo da narrativa, são desenroladas os detalhes mais pessoais, obscuros e polêmicos de Katniss e seu parceiro bonito, inteligente e sedutor: Peeta. As aventuras entre os dois e os jogos, e como são descritas as cenas amorosas causam espanto e curiosidade dos leitores, já que as cenas são detalhadamente trabalhadas. Descubra os segredos mais sujos de Katniss; entenda as atitudes mais sombrias e sedutoras de Peeta. Mergulhe em uma história polêmica e que retrata os detalhes de uma garota comum e ao mesmo tempo poderosa.",Jogos Vorazes,5,,fake
68,"É um livro bastante recomendado para pessoas que sofrem de ansiedades e transtornos psicológicos, foi comprovado que é eficaz no tratamento desses problemas, pois induz a mente a pensar e trabalhar mais, diminuindo os picos de ansiedade. Sem contar que é uma história altamente envolvente e espirituosa, que faz qualquer leitor se apaixonar e esperar pela continuação.",Harry Potter e a Pedra Filosofal,5,,fake
69,"A menina que roubava livros apesar de ser um best seller, aclamado pelas críticas possui alguns pontos negativos que realmente incomoda ao leitor que espera uma história realmente nova e impactante. O autor utiliza-se de muitos cliches e (lá vamos nós de novo) segunda guerra mundial. No final, temos um livro bem escrito, mas com uma história que não convence, não trata nem da segunda guerra com propriedade, muito menos a história principal, parece que o autor escolheu ""a dedo"" elementos que vendem pra fazer a alegria das massas. Deu certo, vendeu muito, mas para os amantes de uma boa leitura... Bem, não espere grande coisa desse título. Nota 3/10. ",A Menina que Roubava Livros,3,,fake
70,"O livro relata a história de amor entre um homem que viaja para o interior para se recuperar de um termino de um casamento de 25 anos e uma mulher solteira com mais de 40 anos sem filho, viajando para se redescobrir, se reinventar e pensar como tem agido nos últimos relacionamentos. Após uma série de imprevistos e atritos, acabam descobrindo uma paixão. ",A Cabana,5,,fake
71,"Jogos Vorazes por Suzanne Collins é um livro de aventura que leva o leitor para as aventuras da Katinss Everdeen que busca confrontar o sistema político estabelecido no Capital. Por mais que as aventuras da Katniss sejá interessante e o fato do livro ser popular entre jovens,, o tom político do livro é é tão forte que alguns governos estão considerando banir o livro nos seus respectivos países.. ",Jogos Vorazes,2,,fake
72,"Posso dizer que esse livro prende a atenção de qualquer pessoa, onde em cada página acaba surgindo uma nova surpresa. É uma obra impressionante, recheada de intrigas, traições, dramas, revolução, política, romance e, claro, vingança.
O livro conta a história de um jovem e audacioso marinheiro que é acusado injustamente por assassinato. Com isso, ele acaba sendo preso e lutando para sobreviver dentro de uma pequena sela em uma prisão na cidade de Madri na Espanha. Após 2 anos preso, ele consegue fugir e acaba se vingando de todos de um forma imaginável. 
Não tenho dúvidas ao afirmar que esse foi um dos melhores livros que já li. 

",O Conde de Monte Cristo,5,,fake
73,"Um livro embora pareça ser escrito para crianças, é uma obra para adultos.  Suas palavras possuem  conotações mais profundas, que nāo poderão ser notadas em uma simples leitura. Esta obra transmite uma volta a infância. A leitura nos faz refletir sobre os nossos próprios sentimentos e dos outros. Esta obra literária aborda em varias partes o valor das coisas. Podemos concluir que o verdadeiro valor de algo ou de alguém não pode ser visto como uma visão superficial. ",O Pequeno Príncipe,5,,fake
74,"Esse livro conta a jornada de uma adolescente que tem câncer e no decorrer do tratamento da doença ela conhece um outro adolescente num grupo de apoio, que também está lutando contra o câncer. Eles se unem para conseguir passar por isso juntos e de uma amizade nasce um grande amor entre eles. O livro tem uma escrita bem cansativa, me peguei varias vezes tendo que me forçar a terminar o capítulo. Além de os personagens serem bem superficiais, não permitindo que o leitor mergulhe de cabeça na história. ",A Culpa é das Estrelas,1,,fake
75,"O livro começa contando a história de um homem,com uma família muito desunida,que acaba matando sua filha por um momento de loucura e Deus nesse momento de fugir do crime mostra uma cabana que torna-se seu esconderijo e momento de conversão.Após encontrar-se com Deus na cabana ele se arrepende de seus altos e é perdoado pela sua família.O livro torna-se chato no momento em que a menina morre,pois o homem acaba julgado a Deus por seus atos.",A Cabana,3,,fake
76,"Hazel é uma paciente terminal ainda que ,por um milagre da medicina,seu tumor tenha escolhido bastante. O que lhe dá a promessa de viver mais alguns anos. O último capítulo de sua história foi escrito no momento do diagnóstico, mas em todo bom enredo há uma reviravolta, e a de Hazel se chama Augustus Waters um garoto bonito que certo dia aparece no grupo de apoio a crianças com câncer. Juntos, os dois vão preencher o pequeno infinito das páginas em branco de suas vidas. Hazel é Augustu se casam em nova Iorque e teve uma linda filha se chamada Hilary que significa ""alegria"", aquela que contagia pela sua alegria ,""aquela que transmite felicidade"" mas infelizmente Hazel não aguentou no parto e acabou falecendo e deixando August e hilary",A Culpa é das Estrelas,5,,fake
77,"É incrível como o mito nordico, transforma os animais em imagens perfeitas dos próprios seres humanos. E o que nos diferencia deles;Pelos? Cauda? Presas? Pode até ser! Mas, os animais possuem muito mais coisas pra invejar o homem do que o contrário. Nascemos já conscientes das nossas limitações, e é isso que nos motiva a querer escrever o nosso nome de um jeito magnífico na história, para assim sermos lembrados, para sermos ""imortais, para sermos Heróis.

O que torna o Irineu2° um candidato a ser herói, não é apenas o fato dele ser um filho do leão Irineu 1°. Mas, a sua grande necessidade de provar a todos ao seu redor, e a sí mesmo, que ele tem algo de muito importante a realizar, que ele é um predestinado. Nessa busca em tentar provar valores, inocência e sobretudo em livrar a floresta de uma queimada, é que Irineu2° consegue ser um mortal diferente, um homem capaz de desafiar os animais e tocar na ferida mais doida de um ser supremo: A capacidade do homem em se entregar de corpo em alma, em uma busca para realizar um sonho, um objetivo. Os animais não possuem essa capacidade, pois o orgulho os impede de serem iguais aquilo quecomem, que dominam e que tratam como joguetes de uma luta eterna.

Irineu2° é a imagem do homem em busca de um reconhecimento fora do comum, que tem um destino que o leva a fazer tarefas loucas, e que faz de sentimentos como: amor, amizade, fé, e confiança um trunfo importantíssimo em sua luta.

Com referências sensacionais a mitologia nordica, um forte apelo a potencialização americana, olhar crítico a poluição ambiental causada pelo homem, e licenças poéticas sensacionais, Percy Jackson veio pra ficar com sua originalidade e potência. 

Só resta ler, e esperar que o Crrocodilo Rei torne Irineu2° naquilo que ele nasceu pra ser: Guerreiro, Herói... Lenda... e não jantar!
",O Ladrão de Raios,5,,fake
78,"Eu gostei muito, pois se passa em um mundo onde tudo é fantástico,, feito com magia.
Mas como quase todo livro acontece algo de ruim, para dar um pouco de emoção.
Harry enfrenta um basilisco que o mata, mas com a ajuda de seus amigos, revivem Harry, e juntos matam o basilisco, e então todos se salvam, mas o basilisco era apenas uma orcrux, uma parte da alma de Voldemort.
Com isso, a pessoa que lê o livro tem vontade de ler outros da saga  para saber se há alguma continua na história.",Harry Potter e a Câmara Secreta,3,,fake
79,"A história de crepúsculo é sobre Bella Swan, uma garota vampira que só ela conseguia sair ao sol. Ela morava junto com seu pai na cidade de Forma, então como ela não gostava de onde morava, se mudou para a cidade de Phoenix, e lá, ela acaba conhecendo um rapaz q não era vampiro, e quando ele a conheceu não sabia que ela era vampira, mas quando ele descobriu, ele acabou ficando com medo e já logo pegou uma estaca de madeira e fincou no seu peito. É assim ele acaba matando ela.",Crepúsculo ,4,,fake
80,"   Hazel Grace é uma jovem de 16 anos que foi diagnosticada com câncer no pulmão, médicos acreditam que o problema tenha vindo a ocorrer devido ao uso constante de perfumes, que por sua vez contém substâncias tóxicas e prejudiciais ao organismo.
  Outro caso foi o de Augustus Waters, jovem de 17 anos que foi diagnosticado com o mesmo problema quando tinha apenas 14 anos de idade.
  Médicos aconselham fazer uso do produto apenas uma vez no dia para que novos casos não venham a ocorrer.
   Gostei do livro porque mostra uma história de superação de um jovem que sofria de câncer no pulmão mas que se recuperou com a ajuda de tratamentos pagos pelo seu irmão mais velho mas que ela nunca veio a conhecer.",A Culpa é das Estrelas,4,,fake
81,"Bem Grace é uma adolescente que conviveu com o câncer durante sua vida toda. Aos dezesseis anos sua mãe pedcebeu que está há um pouco depressiva, por isso a colocou em um grupo de apoio, que fica no hospital. Em certo momento ela esbarro em um garoto, ele a convidou para sair. No encontro ele descobriu a indignação dela por uma história não terminada, eles buscam o autor do livro para acha o fim. Felizmente eles conseguem, porém algum tempo depois, por causa das grandes emoções, o dois falecem, sabendo do amor que um tem pelo outro.
Eu nao gosto muito do filme pois, não gosto de filmes como este.",A Culpa é das Estrelas,4,,fake
82,"Bem Grace é uma adolescente que conviveu com o câncer durante sua vida toda. Aos dezesseis anos sua mãe pedcebeu que está há um pouco depressiva, por isso a colocou em um grupo de apoio, que fica no hospital. Em certo momento ela esbarro em um garoto, ele a convidou para sair. No encontro ele descobriu a indignação dela por uma história não terminada, eles buscam o autor do livro para acha o fim. Felizmente eles conseguem, porém algum tempo depois, por causa das grandes emoções, o dois falecem, sabendo do amor que um tem pelo outro.
Eu nao gosto muito do filme pois, não gosto de filmes como este.",A Culpa é das Estrelas,4,,fake
83,"A culpa é das estrelas narra o romance de dois adolescentes que se conhecem (e se apaixonam) em um Grupo de Apoio para Crianças com Câncer: Hazel, uma jovem de dezoito anos que sobrevive graças a uma droga revolucionária que detém a metástase em seus pulmões, e Augustus Waters, de dezessete, ex-jogador de futebol que perdeu a perna para o osteosarcoma. Como Hazel, Gus é inteligente, tem ótimo senso de humor e gosta de brincar com os clichês do mundo do câncer .
Gus além de ter perdido a sua perna para um câncer , no final do livro ele também perde Hazel a menina por quem ele se apaixonou.
– a principal arma dos dois para enfrentar a doença que lentamente drena a vida das pessoas.
Inspirador, corajoso, irreverente e brutal, A culpa é das estrelas é a obra mais ambiciosa e emocionante de John Green.",A Culpa é das Estrelas,4,,fake
84,"dean Winchester cresceu caçando coisas abomináveis, mas isso é coisa do passado. A faculdade de Direito combina com ele, assim como segurança e normalidade. Isso até seu irmão sam aparecer com notícias perturbadoras: o mae deles, uma mulher que vem caçando criaturas do mal há 22 anos, desapareceu. Agora, para encontrá-la, os irmãos precisam caçar o que seu mae caçava e dean se vê de volta à vida que pensava ter abandonado para sempre.",Supernatural,5,,fake
85,"    A CULPA É DAS ESTRELAS 
     -------------------------------------------
   Hazel Grace é uma adolescente de dezessete anos que aos treze anos descobriu um câncer na tireóide com metástase nos pulmões.
    Desde então convive diariamente com um caninho no nariz e carrega uma garrafa de oxigênio preso em um carrinho de aço .
     Esses tubos facilitam a respiração da jovem . Quando a mãe percebe que sua filha está em depressão ela decide ajudar a filha (levando ela para uma clínica ) para crianças e jovens da idade dela com câncer nos pulmões.
     O líder do grupo (Patrick) em todos os encontros ele falava sobre a sua luta contra o câncer no pulmão e nos testículos .
    No grupo todod falavam um pouco da sua luta e como foi Lutar e Lutar .... No caso da Hazel foi diferente dos outros a história dela foi mais chamativa , mostrou fatos da vida que ela sofria muito , ela tinha um sonho de ter uma família , como construir seus sonhos como qualquer outra pessoa tem ou quer ! 
     A aparência dela é *(uma menina doce , meiga e simpática)* .
     Serto dia aparece um rapaz dizoito anos , porém chamou a atenção dela ->era alto, magro porém músculoso , tinha cabelo curto , olhos azuis e sua voz era baixa e aveludada .
     Ele conversou com ela falou oq está acontecendo com ele e oque ele já passou .
     Quando ele chega na vida dela , ela fica mais triste , não sorria mais , ela não brincava mais e ela disse a ele ! Que o sonho dela era fica no por do sol na divisória de um país pro outro ! Ele realizou esse sonho dela .
     Chega uma hora que ela cansa e pula da ponte para acabar com o sofrimento de uma vez !!!! Ele morreu com câncer de pele porém pulou na frente de um caminhão ...

FIM....... ",A Culpa é das Estrelas,3,,fake
86,"    A CULPA É DAS ESTRELAS 
     -------------------------------------------
   Hazel Grace é uma adolescente de dezessete anos que aos treze anos descobriu um câncer na tireóide com metástase nos pulmões.
    Desde então convive diariamente com um caninho no nariz e carrega uma garrafa de oxigênio preso em um carrinho de aço .
     Esses tubos facilitam a respiração da jovem . Quando a mãe percebe que sua filha está em depressão ela decide ajudar a filha (levando ela para uma clínica ) para crianças e jovens da idade dela com câncer nos pulmões.
     O líder do grupo (Patrick) em todos os encontros ele falava sobre a sua luta contra o câncer no pulmão e nos testículos .
    No grupo todod falavam um pouco da sua luta e como foi Lutar e Lutar .... No caso da Hazel foi diferente dos outros a história dela foi mais chamativa , mostrou fatos da vida que ela sofria muito , ela tinha um sonho de ter uma família , como construir seus sonhos como qualquer outra pessoa tem ou quer ! 
     A aparência dela é *(uma menina doce , meiga e simpática)* .
     Serto dia aparece um rapaz dizoito anos , porém chamou a atenção dela ->era alto, magro porém músculoso , tinha cabelo curto , olhos azuis e sua voz era baixa e aveludada .
     Ele conversou com ela falou oq está acontecendo com ele e oque ele já passou .
     Quando ele chega na vida dela , ela fica mais triste , não sorria mais , ela não brincava mais e ela disse a ele ! Que o sonho dela era fica no por do sol na divisória de um país pro outro ! Ele realizou esse sonho dela .
     Chega uma hora que ela cansa e pula da ponte para acabar com o sofrimento de uma vez !!!! Ele morreu com câncer de pele porém pulou na frente de um caminhão ...

FIM....... ",A Culpa é das Estrelas,3,,fake
87,"O livro o pequeno príncipe é um livro muito ruim e&nbsp; não recomendo , ele&nbsp; não passa uma mensagem&nbsp; muito positiva para quem o lê e também tem capítulos com partes que não são apropriadas para crianças . O tema dele é muito forte e muito pesado ,ao invés de ensinar algo bom ele mostra o lado negativo de tudo e&nbsp; como as crianças tudo q vê quer imitar elas irão ver e fazer o mesmo . A minha opinião sobre tudo isso é que um livro desses não deveria estar aberto para crianças pois fala que as não podem estudar e são&nbsp; obrigadas a virar adulto logo cedo e trabalhar. Ou seja viver em um mundo sem diversão sem nada que ajude no desenvolvimento delas .",O Pequeno Príncipe,1,,fake
88,"Hazel foi diagnosticada com câncer aos treze anos e agora, aos dezesseis, sobrevive graças a uma droga revolucionária que detém a metástase em seus pulmões. Ela sabe que sua doença é terminal e passa os dias vendo tevê e lendo Uma aflição imperial, livro cujo autor deixou muitas perguntas sem resposta. Essa era sua rotina até ela conhecer Augustus Waters, um jovem de dezessete anos que perdeu uma perna devido a um osteosarcoma, em um Grupo de Apoio a Crianças com Câncer. Como Hazel, Gus é inteligente, tem senso de humor e gosta de ironizar os clichês do mundo do câncer - a principal arma dos dois para enfrentar a doença que lentamente drena a vida das pessoas. Com a ajuda de uma instituição que se dedica a realizar o último desejo de crianças doentes, eles embarcam para Amsterdã para procurar Peter Van Houten, o autor de Uma aflição imperial, em busca das respostas que desejam. 
",A Culpa é das Estrelas,5,,fake
89,"O livro relata a história de uma menina que estava com câncer, em estágio avançado. Ela fazia vários tratamentos para se curar. Durante o tratamento conheceu um rapaz que também estava com uma doença muito grave. Eles viraram grandes amigos. Este livro é baseado em fato real. É muito triste, pois os dois morrem no final.",A Culpa é das Estrelas,3,,fake
90,"O livro relata a história de um menina de 18 anos que tem câncer. Ela conhece um rapaz que também tem câncer. Os dois enfrentam a doença juntos. A menina consegue sarar, mas o rapaz morre no final.
É um livro muito triste, mostra a realidade que muitas famílias estão enfrentando dos dias atuais. A dura separação da pessoa querida, o sofrimento, o tratamento. É um livro que, embora triste vale a pena ler.",A Culpa é das Estrelas,4,,fake
91,"É engraçado como a nossa vida pode mudar de uma hora para outra sem nem ao menos uma explicação lógica. Às vezes para o bem e às vezes para o mal. Um sentimento constante corroendo o seu peito. Um vazio gigantesco tomando conta de seu ser. Pois é, Katniss sentia tudo isso é muito mais. Para ela, essa foi a pior decisão que tomara, nunca se arrependeu tanto de um pensamento tão absurdo ter lhe atormentado.
Katniss iria se casar, mas o problema não era esse. Ela iria se casar com quem ela nunca amou, ou até mesmo nunca pensou em casar-se, Galé.
Katniss teria que se casar para salvar seu verdadeiro amor de caso de vida ou morte.Os Jogos Vorazes, só assim ela conseguiria a liberdade de Preta. Seu verdadeiro amor. ",Jogos Vorazes,4,,fake
92,"Uma história incomum de amor e ciúme, Dom Casmurro é a história de Capitu e seu amor de infância, Bento, que superaram a relutância de seus pais em se casar. Mas Capitu suspeitava imensamente que o filho deles não são deles. Mas além desse enredo nada ""direto"" Machado, joga com as emoções e comentários do leitos sobre a estrutura da história, clareando a linha entre a realidade e ficção, parecendo muito medieval.",Dom Casmurro,3,,fake
93,Um livro muito bom que retrata a cruel realidade de os garotos de rua de a Bahia de a década de 30. Uma realidade que não deve ser muito diferente hoje em dia. Ainda assim não me apaixonei muito por o livro. Sou um fervoroso defensor de o sexo feminino e desprezo qualquer coisa que relacione violência contra a mulher e o livro mostra um pouco de isso. Não que eu quisesse que o autor criasse heróis romancistas em as figuras de os garotos mas em cenas como quando Pedro-Bala estrupa uma menina que passa em a praia A A noite ou quano de os meninos tentam estrupar Dora os protagonistas despencam em o meu conceito e eu não sinto mais pena ou afeição por eles em a história. Mas de um ponto de vista positivista e menos sentimental é um livro muito bom.,Capitães da Areia,4,0,true
94,"Quem tem pavor só de ouvir o nome Capitães de a Areia, por causa de a Fuvest, ficaria admirado com quão bom é esse livro. Jorge Amado escreve de forma envolvente, e em os faz sentir vontade de ajudar cada um de os personagens .
Li, reli, e vou ler mais uma vez, porque vale a pena!",Capitães da Areia,5,0,true
95,"Não tenho palavras pra esse livro . Amei, de paixão, lê-lo. Amei a história, os personagens, toda a riqueza de detalhes, simplesmente tudo. Meu livro preferido!",Capitães da Areia,5,0,true
96,"A história tem vários furos e , se você parar pra pensar, é só mais um romancezinho americano sem sal, com a menininha bonita, mas tímida, que faz de tudo pra ser invisível e o cara "" perfeito "" . Livro bem chatinho.",Crepúsculo,0,1,true
97,"Um ótimo livro, além de ser um ótimo alerta para uma potencial distopia, em contraponto a utopia tão sonhada por os homens de o medievo e início de a modernidade. O devaneio de uma sociedade perfeita e fraterna, deu lugar a a perspectiva de o extremo totalitarismo, em a qual até a liberdade de opinião, inclusive a não expressada, é perseguido como pensamento-crime. Sabe-se muito bem que este pessimismo vigente em a data de lançamento de o livro se deu devido a a duas guerras mundiais, em a qual uma a pouco findara, ditaduras de Franco e Salazar em a península ibérica, o
fascismo pregado por Hitler e Mussolini , a revolução social Chinesa, além de a malfadada traição cometida por o amigerado Joseph Stalin. Prefiro restringir meu comentário sobre o livro A as breves linhas acima, em respeito a os futuros leitores, mas aconselho o livro tanto como uma leitura "" lúdica"" quando como um questionamento sobre os limites de a insanidade humana em busca de o poder ."" "" O Poder por o Poder"" ""!",1984,5,0,true
98,"Orwell em Apogeu
A trama se passa em um futuro fictício – 1984 – em que o mundo é dominado por três grandes nações socialistas. Em elas, o livre pensamento é uma abominação, e a liberdade é um ideal pútrido. Em meio a esse cenário sombrio, o membro de o partido Winston encontra-se com as idéias liberais, e por aí se desenrola a história: Um romance intrigante e dinâmico, repleto de críticas a o modo de governo de a Rússia stalinista. Não obstante, Orwell vai além, repensando a própria natureza humana em pontos críticos: A dinâmica das classes, a procura essencial pela razão e por a liberdade e os conflitos que esses eventos geram.",1984,0,0,true
99,"O grande irmão. 
Um de os meus preferido, li duas vezes, em momentos bem diferentes, e e cada leitura permite novas interpretações, ainda mais em tempos de big brother. Pretendo reler ( este merece!)",1984,5,0,true
100,Só consegui pensar em uma única coisa durante toda a leitura de o livro: o quanto o Estado descrito em a obra se assemelha a a religião em os dias atuais.,1984,4,0,true
101,"Resumo de o livro Crepúsculo.
Crepúsculo poderia ser como qualquer outra história não fosse um elemento irresistível : o objeto de a paixão de a protagonista é um vampiro. Assim, soma-se a a paixão um perigo sobrenatural temperado com muito suspense, e o resultado é uma leitura de tirar o fôlego – um romance repleto de as angústias e incertezas de a juventude –o arrebatamento, a atração, a ansiedade que antecede cada palavra, cada gesto, e todos os medos. Isabella Swanchega a a nublada e chuvosa cidadezinha de Forks – último lugar onde gostaria de viver. Tenta se adaptar a a vida provinciana em a qual aparentemente todos se conhecem, lidar com sua constrangedora falta de coordenação motora e se habituar a morar com um pai com quem nunca conviveu. Em seu destino está Edward Cullen. Ele é lindo, perfeito, misterioso e, a a primeira vista, hostil a a presença de Bella? o que provoca em ela umainquietação desconcertante. Ela se apaixona . Ele, em o melhor estilo “amor proibido"" : Sou um risco paravocê. Ela é uma garota incomum. Ele é um vampiro. Ela precisa aprender a controlar seu corpo quando ele atoca. Ele, a controlar sua sede por o sangue de ela . Em meio a descobertas e sobressaltos, Edward é, sim, perigoso : um perigo que qualquer mulher escolheria correr.",Crepúsculo,0,0,true
102,"Li por acaso e gostei
Minha mãe tinha esse livro em a estante, em a verdade tinha esse e os dois próximos ( Lua Nova e Eclipse) e eles ficavam lá, juntando poeira, até que um dia resolvi ler. Em o início, achei meio bobo essa coisa de vampiros e tal, mas depois fui lendo o livro e me envolvendo em o romance de Bella, a humana desajeitada e Edward, o vampiro bonitão. Acho muito bom e um de os melhores livros de Stephenie Meyer.",Crepúsculo,5,0,true
